,batch,cluster_number,size
1659,600,0,299
1660,600,1,701
1661,601,0,16
1662,601,1,166
1663,601,2,818
1664,602,0,337
1665,602,1,663
1666,603,0,562
1667,603,1,438
1668,604,0,589
1669,604,1,411
1670,605,0,638
1671,605,1,74
1672,605,2,53
1673,605,3,235
1674,606,0,198
1675,606,1,31
1676,606,2,771
1677,607,0,627
1678,607,1,373
1679,608,0,31
1680,608,1,464
1681,608,2,505
1682,609,0,2
1683,609,1,117
1684,609,2,394
1685,609,3,42
1686,609,4,414
1687,609,5,31
1688,610,0,549
1689,610,1,366
1690,610,2,85
1691,611,0,31
1692,611,1,193
1693,611,2,776
1694,612,0,197
1695,612,1,772
1696,612,2,31
1697,613,0,264
1698,613,1,31
1699,613,2,705
1700,614,0,31
1701,614,1,969
1702,615,0,31
1703,615,1,969
1704,616,0,653
1705,616,1,185
1706,616,2,88
1707,616,3,31
1708,616,4,43
1709,617,0,4
1710,617,1,87
1711,617,2,33
1712,617,3,779
1713,617,4,31
1714,617,5,66
1715,618,0,649
1716,618,1,351
1717,619,0,31
1718,619,1,568
1719,619,2,401
1720,620,0,653
1721,620,1,347
1722,621,0,957
1723,621,1,43
1724,622,0,369
1725,622,1,257
1726,622,2,343
1727,622,3,31
1728,623,0,267
1729,623,1,733
1730,624,0,40
1731,624,1,960
1732,625,0,910
1733,625,1,90
1734,626,0,28
1735,626,1,86
1736,626,2,75
1737,626,3,31
1738,626,4,722
1739,626,5,58
1740,627,0,31
1741,627,1,969
1742,628,0,88
1743,628,1,828
1744,628,2,53
1745,628,3,31
1746,629,0,42
1747,629,1,958
1748,630,0,774
1749,630,1,104
1750,630,2,91
1751,630,3,31
1752,631,0,678
1753,631,1,31
1754,631,2,291
1755,632,0,536
1756,632,1,408
1757,632,2,56
1758,633,0,31
1759,633,1,431
1760,633,2,538
1761,634,0,592
1762,634,1,135
1763,634,2,273
1764,635,0,365
1765,635,1,604
1766,635,2,31
1767,636,0,459
1768,636,1,541
1769,637,0,235
1770,637,1,31
1771,637,2,734
1772,638,0,35
1773,638,1,236
1774,638,2,31
1775,638,3,84
1776,638,4,583
1777,638,5,31
1778,639,0,409
1779,639,1,495
1780,639,2,19
1781,639,3,77
1782,640,0,116
1783,640,1,412
1784,640,2,363
1785,640,3,109
1786,641,0,343
1787,641,1,330
1788,641,2,327
1789,642,0,572
1790,642,1,428
1791,643,0,80
1792,643,1,512
1793,643,2,408
1794,644,0,211
1795,644,1,789
1796,645,0,185
1797,645,1,233
1798,645,2,172
1799,645,3,410
1800,646,0,383
1801,646,1,617
1802,647,0,252
1803,647,1,748
1804,648,0,398
1805,648,1,602
1806,649,0,445
1807,649,1,555
1808,650,0,98
1809,650,1,902
1810,651,0,605
1811,651,1,395
1812,652,0,571
1813,652,1,429
1814,653,0,270
1815,653,1,608
1816,653,2,122
1817,654,0,182
1818,654,1,606
1819,654,2,154
1820,654,3,58
1821,655,0,653
1822,655,1,347
1823,656,0,327
1824,656,1,75
1825,656,2,527
1826,656,3,71
1827,657,0,619
1828,657,1,237
1829,657,2,144
1830,658,0,749
1831,658,1,132
1832,658,2,119
1833,659,0,6
1834,659,1,240
1835,659,2,107
1836,659,3,647
1837,660,0,523
1838,660,1,477
1839,661,0,799
1840,661,1,201
1841,662,0,87
1842,662,1,737
1843,662,2,64
1844,662,3,112
1845,663,0,434
1846,663,1,129
1847,663,2,112
1848,663,3,325
1849,664,0,100
1850,664,1,131
1851,664,2,769
1852,665,0,196
1853,665,1,804
1854,666,0,855
1855,666,1,145
1856,667,0,123
1857,667,1,126
1858,667,2,751
1859,668,0,145
1860,668,1,738
1861,668,2,117
1862,669,0,852
1863,669,1,148
1864,670,0,184
1865,670,1,221
1866,670,2,595
1867,671,0,843
1868,671,1,157
1869,672,0,364
1870,672,1,369
1871,672,2,123
1872,672,3,144
1873,673,0,163
1874,673,1,125
1875,673,2,277
1876,673,3,435
1877,674,0,218
1878,674,1,782
1879,675,0,826
1880,675,1,174
1881,676,0,170
1882,676,1,125
1883,676,2,126
1884,676,3,486
1885,676,4,93
1886,677,0,170
1887,677,1,830
1888,678,0,159
1889,678,1,682
1890,678,2,159
1891,679,0,73
1892,679,1,299
1893,679,2,628
1894,680,0,727
1895,680,1,122
1896,680,2,151
1897,681,0,862
1898,681,1,138
1899,682,0,120
1900,682,1,700
1901,682,2,180
1902,683,0,86
1903,683,1,148
1904,683,2,766
1905,684,0,729
1906,684,1,271
1907,685,0,777
1908,685,1,223
1909,686,0,123
1910,686,1,318
1911,686,2,449
1912,686,3,110
1913,687,0,703
1914,687,1,297
1915,688,0,247
1916,688,1,753
1917,689,0,634
1918,689,1,131
1919,689,2,235
1920,690,0,95
1921,690,1,769
1922,690,2,136
1923,691,0,134
1924,691,1,866
1925,692,0,851
1926,692,1,149
1927,693,0,737
1928,693,1,154
1929,693,2,109
1930,694,0,406
1931,694,1,594
1932,695,0,679
1933,695,1,152
1934,695,2,169
1935,696,0,174
1936,696,1,151
1937,696,2,675
1938,697,0,745
1939,697,1,255
1940,698,0,44
1941,698,1,956
1942,699,0,742
1943,699,1,258
1944,700,0,340
1945,700,1,85
1946,700,2,15
1947,700,3,284
1948,700,4,101
1949,700,5,67
1950,700,6,108
1951,701,0,258
1952,701,1,164
1953,701,2,131
1954,701,3,362
1955,701,4,85
1956,702,0,670
1957,702,1,140
1958,702,2,190
1959,703,0,69
1960,703,1,225
1961,703,2,107
1962,703,3,599
1963,704,0,148
1964,704,1,88
1965,704,2,92
1966,704,3,672
1967,705,0,33
1968,705,1,95
1969,705,2,140
1970,705,3,499
1971,705,4,233
1972,706,0,98
1973,706,1,305
1974,706,2,494
1975,706,3,103
1976,707,0,711
1977,707,1,289
1978,708,0,109
1979,708,1,102
1980,708,2,404
1981,708,3,281
1982,708,4,104
1983,709,0,97
1984,709,1,123
1985,709,2,204
1986,709,3,576
1987,710,0,804
1988,710,1,196
1989,711,0,131
1990,711,1,159
1991,711,2,660
1992,711,3,50
1993,712,0,105
1994,712,1,667
1995,712,2,228
1996,713,0,64
1997,713,1,150
1998,713,2,109
1999,713,3,677
2000,714,0,57
2001,714,1,489
2002,714,2,157
2003,714,3,171
2004,714,4,126
2005,715,0,713
2006,715,1,287
2007,716,0,66
2008,716,1,420
2009,716,2,88
2010,716,3,134
2011,716,4,292
2012,717,0,162
2013,717,1,677
2014,717,2,99
2015,717,3,62
2016,718,0,67
2017,718,1,726
2018,718,2,207
2019,719,0,188
2020,719,1,119
2021,719,2,693
2022,720,0,76
2023,720,1,211
2024,720,2,101
2025,720,3,543
2026,720,4,69
2027,721,0,87
2028,721,1,210
2029,721,2,703
2030,722,0,641
2031,722,1,198
2032,722,2,67
2033,722,3,84
2034,722,4,10
2035,723,0,171
2036,723,1,476
2037,723,2,223
2038,723,3,130
2039,724,0,922
2040,724,1,78
2041,725,0,653
2042,725,1,275
2043,725,2,72
2044,726,0,237
2045,726,1,175
2046,726,2,588
2047,727,0,718
2048,727,1,282
2049,728,0,262
2050,728,1,738
2051,729,0,12
2052,729,1,55
2053,729,2,196
2054,729,3,52
2055,729,4,70
2056,729,5,615
2057,730,0,167
2058,730,1,300
2059,730,2,533
2060,731,0,308
2061,731,1,692
2062,732,0,298
2063,732,1,702
2064,733,0,837
2065,733,1,163
2066,734,0,198
2067,734,1,110
2068,734,2,45
2069,734,3,61
2070,734,4,10
2071,734,5,525
2072,734,6,51
2073,735,0,294
2074,735,1,706
2075,736,0,54
2076,736,1,241
2077,736,2,705
2078,737,0,218
2079,737,1,715
2080,737,2,67
2081,738,0,472
2082,738,1,275
2083,738,2,253
2084,739,0,182
2085,739,1,67
2086,739,2,751
2087,740,0,726
2088,740,1,274
2089,741,0,245
2090,741,1,566
2091,741,2,189
2092,742,0,433
2093,742,1,64
2094,742,2,295
2095,742,3,208
2096,743,0,321
2097,743,1,65
2098,743,2,56
2099,743,3,558
2100,744,0,169
2101,744,1,707
2102,744,2,124
2103,745,0,213
2104,745,1,647
2105,745,2,140
2106,746,0,623
2107,746,1,377
2108,747,0,128
2109,747,1,53
2110,747,2,51
2111,747,3,476
2112,747,4,142
2113,747,5,150
2114,748,0,918
2115,748,1,82
2116,749,0,472
2117,749,1,528
2118,750,0,748
2119,750,1,252
2120,751,0,262
2121,751,1,527
2122,751,2,47
2123,751,3,164
2124,752,0,501
2125,752,1,199
2126,752,2,205
2127,752,3,48
2128,752,4,47
2129,753,0,231
2130,753,1,769
2131,754,0,178
2132,754,1,822
2133,755,0,41
2134,755,1,48
2135,755,2,111
2136,755,3,220
2137,755,4,44
2138,755,5,421
2139,755,6,115
2140,756,0,26
2141,756,1,974
2142,757,0,779
2143,757,1,221
2144,758,0,599
2145,758,1,39
2146,758,2,196
2147,758,3,166
2148,759,0,440
2149,759,1,560
2150,760,0,357
2151,760,1,38
2152,760,2,438
2153,760,3,56
2154,760,4,111
2155,761,0,247
2156,761,1,326
2157,761,2,427
2158,762,0,558
2159,762,1,442
2160,763,0,444
2161,763,1,556
2162,764,0,340
2163,764,1,166
2164,764,2,494
2165,765,0,869
2166,765,1,131
2167,766,0,367
2168,766,1,633
2169,767,0,231
2170,767,1,305
2171,767,2,120
2172,767,3,344
2173,768,0,828
2174,768,1,172
2175,769,0,706
2176,769,1,48
2177,769,2,33
2178,769,3,213
2179,770,0,565
2180,770,1,114
2181,770,2,284
2182,770,3,37
2183,771,0,794
2184,771,1,206
2185,772,0,680
2186,772,1,125
2187,772,2,195
2188,773,0,116
2189,773,1,368
2190,773,2,465
2191,773,3,51
2192,774,0,795
2193,774,1,205
2194,775,0,46
2195,775,1,954
2196,776,0,62
2197,776,1,515
2198,776,2,46
2199,776,3,377
2200,777,0,365
2201,777,1,635
2202,778,0,26
2203,778,1,84
2204,778,2,25
2205,778,3,144
2206,778,4,56
2207,778,5,633
2208,778,6,32
2209,779,0,428
2210,779,1,266
2211,779,2,57
2212,779,3,17
2213,779,4,114
2214,779,5,118
2215,780,0,39
2216,780,1,700
2217,780,2,130
2218,780,3,72
2219,780,4,59
2220,781,0,754
2221,781,1,143
2222,781,2,103
2223,782,0,90
2224,782,1,910
2225,783,0,289
2226,783,1,95
2227,783,2,90
2228,783,3,255
2229,783,4,271
2230,784,0,101
2231,784,1,315
2232,784,2,584
2233,785,0,23
2234,785,1,104
2235,785,2,114
2236,785,3,83
2237,785,4,676
2238,786,0,883
2239,786,1,117
2240,787,0,73
2241,787,1,455
2242,787,2,115
2243,787,3,96
2244,787,4,261
2245,788,0,130
2246,788,1,787
2247,788,2,83
2248,789,0,106
2249,789,1,703
2250,789,2,63
2251,789,3,128
2252,790,0,137
2253,790,1,35
2254,790,2,562
2255,790,3,65
2256,790,4,201
2257,791,0,143
2258,791,1,857
2259,792,0,776
2260,792,1,224
2261,793,0,314
2262,793,1,158
2263,793,2,528
2264,794,0,829
2265,794,1,171
2266,795,0,339
2267,795,1,181
2268,795,2,480
2269,796,0,344
2270,796,1,178
2271,796,2,478
2272,797,0,809
2273,797,1,191
2274,798,0,139
2275,798,1,81
2276,798,2,84
2277,798,3,497
2278,798,4,199
2279,799,0,785
2280,799,1,215
2281,800,0,222
2282,800,1,778
2283,801,0,298
2284,801,1,702
2285,802,0,93
2286,802,1,93
2287,802,2,542
2288,802,3,133
2289,802,4,139
2290,803,0,722
2291,803,1,278
2292,804,0,74
2293,804,1,90
2294,804,2,176
2295,804,3,660
2296,805,0,753
2297,805,1,247
2298,806,0,781
2299,806,1,219
2300,807,0,294
2301,807,1,706
2302,808,0,664
2303,808,1,336
2304,809,0,119
2305,809,1,240
2306,809,2,641
2307,810,0,288
2308,810,1,712
2309,811,0,348
2310,811,1,213
2311,811,2,103
2312,811,3,336
2313,812,0,652
2314,812,1,229
2315,812,2,119
2316,813,0,679
2317,813,1,321
2318,814,0,218
2319,814,1,496
2320,814,2,286
2321,815,0,677
2322,815,1,273
2323,815,2,50
2324,816,0,231
2325,816,1,769
2326,817,0,215
2327,817,1,785
2328,818,0,201
2329,818,1,523
2330,818,2,276
2331,819,0,246
2332,819,1,537
2333,819,2,217
2334,820,0,212
2335,820,1,788
2336,821,0,686
2337,821,1,314
2338,822,0,269
2339,822,1,731
2340,823,0,200
2341,823,1,604
2342,823,2,196
2343,824,0,36
2344,824,1,440
2345,824,2,307
2346,824,3,217
2347,825,0,205
2348,825,1,611
2349,825,2,184
2350,826,0,774
2351,826,1,226
2352,827,0,800
2353,827,1,200
2354,828,0,260
2355,828,1,740
2356,829,0,178
2357,829,1,106
2358,829,2,262
2359,829,3,454
2360,830,0,786
2361,830,1,214
2362,831,0,224
2363,831,1,776
2364,832,0,119
2365,832,1,667
2366,832,2,214
2367,833,0,34
2368,833,1,264
2369,833,2,415
2370,833,3,169
2371,833,4,42
2372,833,5,76
2373,834,0,64
2374,834,1,936
2375,835,0,126
2376,835,1,68
2377,835,2,404
2378,835,3,24
2379,835,4,124
2380,835,5,254
2381,836,0,143
2382,836,1,205
2383,836,2,69
2384,836,3,64
2385,836,4,519
2386,837,0,78
2387,837,1,922
2388,838,0,84
2389,838,1,153
2390,838,2,147
2391,838,3,616
2392,839,0,900
2393,839,1,100
2394,840,0,107
2395,840,1,758
2396,840,2,135
2397,841,0,114
2398,841,1,95
2399,841,2,668
2400,841,3,123
2401,842,0,822
2402,842,1,178
2403,843,0,127
2404,843,1,129
2405,843,2,744
2406,844,0,128
2407,844,1,872
2408,845,0,114
2409,845,1,152
2410,845,2,734
2411,846,0,110
2412,846,1,156
2413,846,2,374
2414,846,3,360
2415,847,0,25
2416,847,1,169
2417,847,2,303
2418,847,3,503
2419,848,0,172
2420,848,1,828
2421,849,0,811
2422,849,1,189
2423,850,0,100
2424,850,1,203
2425,850,2,697
2426,851,0,85
2427,851,1,199
2428,851,2,716
2429,852,0,777
2430,852,1,223
2431,853,0,203
2432,853,1,797
2433,854,0,63
2434,854,1,352
2435,854,2,366
2436,854,3,219
2437,855,0,349
2438,855,1,206
2439,855,2,445
2440,856,0,780
2441,856,1,220
2442,857,0,215
2443,857,1,785
2444,858,0,737
2445,858,1,263
2446,859,0,571
2447,859,1,73
2448,859,2,238
2449,859,3,118
2450,860,0,632
2451,860,1,133
2452,860,2,235
2453,861,0,247
2454,861,1,753
2455,862,0,245
2456,862,1,755
2457,863,0,15
2458,863,1,76
2459,863,2,683
2460,863,3,226
2461,864,0,111
2462,864,1,350
2463,864,2,325
2464,864,3,214
2465,865,0,694
2466,865,1,235
2467,865,2,71
2468,866,0,226
2469,866,1,120
2470,866,2,574
2471,866,3,80
2472,867,0,245
2473,867,1,545
2474,867,2,210
2475,868,0,320
2476,868,1,446
2477,868,2,234
2478,869,0,657
2479,869,1,244
2480,869,2,99
2481,870,0,112
2482,870,1,653
2483,870,2,235
2484,871,0,63
2485,871,1,235
2486,871,2,702
2487,872,0,75
2488,872,1,258
2489,872,2,667
2490,873,0,234
2491,873,1,766
2492,874,0,668
2493,874,1,60
2494,874,2,272
2495,875,0,762
2496,875,1,238
2497,876,0,241
2498,876,1,759
2499,877,0,98
2500,877,1,656
2501,877,2,246
2502,878,0,738
2503,878,1,262
2504,879,0,232
2505,879,1,88
2506,879,2,543
2507,879,3,137
2508,880,0,1
2509,880,1,242
2510,880,2,594
2511,880,3,55
2512,880,4,108
2513,881,0,286
2514,881,1,245
2515,881,2,469
2516,882,0,755
2517,882,1,245
2518,883,0,264
2519,883,1,736
2520,884,0,252
2521,884,1,748
2522,885,0,40
2523,885,1,423
2524,885,2,226
2525,885,3,311
2526,886,0,180
2527,886,1,269
2528,886,2,551
2529,887,0,289
2530,887,1,711
2531,888,0,741
2532,888,1,259
2533,889,0,240
2534,889,1,760
2535,890,0,265
2536,890,1,735
2537,891,0,648
2538,891,1,352
2539,892,0,252
2540,892,1,748
2541,893,0,649
2542,893,1,351
2543,894,0,751
2544,894,1,249
2545,895,0,222
2546,895,1,778
2547,896,0,721
2548,896,1,279
2549,897,0,462
2550,897,1,538
2551,898,0,757
2552,898,1,243
2553,899,0,264
2554,899,1,736
2555,900,0,736
2556,900,1,264
2557,901,0,751
2558,901,1,249
2559,902,0,85
2560,902,1,647
2561,902,2,268
2562,903,0,279
2563,903,1,721
2564,904,0,246
2565,904,1,754
2566,905,0,760
2567,905,1,240
2568,906,0,269
2569,906,1,731
2570,907,0,238
2571,907,1,315
2572,907,2,447
2573,908,0,710
2574,908,1,290
2575,909,0,297
2576,909,1,254
2577,909,2,449
2578,910,0,280
2579,910,1,720
2580,911,0,263
2581,911,1,737
2582,912,0,317
2583,912,1,252
2584,912,2,431
2585,913,0,239
2586,913,1,761
2587,914,0,688
2588,914,1,312
2589,915,0,35
2590,915,1,215
2591,915,2,301
2592,915,3,449
2593,916,0,401
2594,916,1,367
2595,916,2,232
2596,917,0,272
2597,917,1,728
2598,918,0,580
2599,918,1,420
2600,919,0,763
2601,919,1,237
2602,920,0,183
2603,920,1,317
2604,920,2,76
2605,920,3,424
2606,921,0,260
2607,921,1,740
2608,922,0,281
2609,922,1,719
2610,923,0,165
2611,923,1,614
2612,923,2,221
2613,924,0,457
2614,924,1,543
2615,925,0,244
2616,925,1,756
2617,926,0,765
2618,926,1,235
2619,927,0,221
2620,927,1,779
2621,928,0,235
2622,928,1,765
2623,929,0,217
2624,929,1,783
2625,930,0,683
2626,930,1,317
2627,931,0,216
2628,931,1,784
2629,932,0,191
2630,932,1,376
2631,932,2,433
2632,933,0,235
2633,933,1,765
2634,934,0,182
2635,934,1,818
2636,935,0,403
2637,935,1,408
2638,935,2,189
2639,936,0,139
2640,936,1,688
2641,936,2,173
2642,937,0,811
2643,937,1,189
2644,938,0,564
2645,938,1,436
2646,939,0,284
2647,939,1,716
2648,940,0,195
2649,940,1,805
2650,941,0,370
2651,941,1,448
2652,941,2,182
2653,942,0,749
2654,942,1,251
2655,943,0,812
2656,943,1,188
2657,944,0,460
2658,944,1,184
2659,944,2,356
2660,945,0,394
2661,945,1,426
2662,945,2,180
2663,946,0,157
2664,946,1,233
2665,946,2,610
2666,947,0,309
2667,947,1,487
2668,947,2,204
2669,948,0,226
2670,948,1,421
2671,948,2,25
2672,948,3,177
2673,948,4,101
2674,948,5,50
2675,949,0,178
2676,949,1,578
2677,949,2,244
2678,950,0,201
2679,950,1,799
2680,951,0,57
2681,951,1,290
2682,951,2,176
2683,951,3,477
2684,952,0,365
2685,952,1,182
2686,952,2,453
2687,953,0,756
2688,953,1,189
2689,953,2,55
2690,954,0,968
2691,954,1,32
2692,955,0,168
2693,955,1,832
2694,956,0,160
2695,956,1,643
2696,956,2,197
2697,957,0,402
2698,957,1,389
2699,957,2,45
2700,957,3,164
2701,958,0,192
2702,958,1,808
2703,959,0,169
2704,959,1,831
2705,960,0,154
2706,960,1,846
2707,961,0,696
2708,961,1,159
2709,961,2,145
2710,962,0,284
2711,962,1,146
2712,962,2,570
2713,963,0,824
2714,963,1,176
2715,964,0,167
2716,964,1,833
2717,965,0,91
2718,965,1,384
2719,965,2,136
2720,965,3,389
2721,966,0,784
2722,966,1,216
2723,967,0,152
2724,967,1,47
2725,967,2,801
2726,968,0,158
2727,968,1,664
2728,968,2,178
2729,969,0,341
2730,969,1,133
2731,969,2,526
2732,970,0,140
2733,970,1,860
2734,971,0,212
2735,971,1,135
2736,971,2,653
2737,972,0,159
2738,972,1,841
2739,973,0,124
2740,973,1,389
2741,973,2,41
2742,973,3,446
2743,974,0,146
2744,974,1,854
2745,975,0,763
2746,975,1,237
2747,976,0,308
2748,976,1,150
2749,976,2,542
2750,977,0,868
2751,977,1,132
2752,978,0,821
2753,978,1,179
2754,979,0,136
2755,979,1,864
2756,980,0,113
2757,980,1,336
2758,980,2,551
2759,981,0,176
2760,981,1,824
2761,982,0,241
2762,982,1,144
2763,982,2,479
2764,982,3,136
2765,983,0,146
2766,983,1,132
2767,983,2,722
2768,984,0,871
2769,984,1,129
2770,985,0,703
2771,985,1,297
2772,986,0,119
2773,986,1,881
2774,987,0,883
2775,987,1,117
2776,988,0,251
2777,988,1,617
2778,988,2,132
2779,989,0,776
2780,989,1,224
2781,990,0,177
2782,990,1,823
2783,991,0,137
2784,991,1,863
2785,992,0,124
2786,992,1,614
2787,992,2,262
2788,993,0,378
2789,993,1,622
2790,994,0,111
2791,994,1,165
2792,994,2,724
2793,995,0,12
2794,995,1,100
2795,995,2,440
2796,995,3,448
2797,996,0,143
2798,996,1,857
2799,997,0,84
2800,997,1,117
2801,997,2,799
2802,998,0,422
2803,998,1,578
2804,999,0,94
2805,999,1,112
2806,999,2,794
2807,1000,0,178
2808,1000,1,822
2809,1001,0,565
2810,1001,1,435
2811,1002,0,777
2812,1002,1,223
2813,1003,0,91
2814,1003,1,428
2815,1003,2,481
2816,1004,0,520
2817,1004,1,480
2818,1005,0,116
2819,1005,1,436
2820,1005,2,32
2821,1005,3,314
2822,1005,4,102
2823,1006,0,89
2824,1006,1,911
2825,1007,0,441
2826,1007,1,559
2827,1008,0,819
2828,1008,1,181
2829,1009,0,242
2830,1009,1,758
2831,1010,0,19
2832,1010,1,46
2833,1010,2,29
2834,1010,3,92
2835,1010,4,328
2836,1010,5,486
2837,1011,0,60
2838,1011,1,585
2839,1011,2,355
2840,1012,0,279
2841,1012,1,721
2842,1013,0,95
2843,1013,1,905
2844,1014,0,840
2845,1014,1,160
2846,1015,0,494
2847,1015,1,506
2848,1016,0,85
2849,1016,1,74
2850,1016,2,749
2851,1016,3,92
2852,1017,0,921
2853,1017,1,79
2854,1018,0,884
2855,1018,1,116
2856,1019,0,318
2857,1019,1,76
2858,1019,2,606
2859,1020,0,780
2860,1020,1,220
2861,1021,0,408
2862,1021,1,592
2863,1022,0,906
2864,1022,1,94
2865,1023,0,34
2866,1023,1,426
2867,1023,2,540
2868,1024,0,372
2869,1024,1,99
2870,1024,2,438
2871,1024,3,91
2872,1025,0,22
2873,1025,1,112
2874,1025,2,202
2875,1025,3,664
2876,1026,0,465
2877,1026,1,535
2878,1027,0,110
2879,1027,1,567
2880,1027,2,323
2881,1028,0,62
2882,1028,1,150
2883,1028,2,788
2884,1029,0,815
2885,1029,1,103
2886,1029,2,82
2887,1030,0,186
2888,1030,1,814
2889,1031,0,669
2890,1031,1,331
2891,1032,0,750
2892,1032,1,250
2893,1033,0,806
2894,1033,1,194
2895,1034,0,840
2896,1034,1,160
2897,1035,0,463
2898,1035,1,537
2899,1036,0,445
2900,1036,1,555
2901,1037,0,127
2902,1037,1,873
2903,1038,0,668
2904,1038,1,332
2905,1039,0,354
2906,1039,1,646
2907,1040,0,160
2908,1040,1,840
2909,1041,0,441
2910,1041,1,559
2911,1042,0,487
2912,1042,1,59
2913,1042,2,454
2914,1043,0,43
2915,1043,1,957
2916,1044,0,90
2917,1044,1,324
2918,1044,2,58
2919,1044,3,236
2920,1044,4,292
2921,1045,0,71
2922,1045,1,274
2923,1045,2,270
2924,1045,3,385
2925,1046,0,898
2926,1046,1,102
2927,1047,0,99
2928,1047,1,696
2929,1047,2,180
2930,1047,3,25
2931,1048,0,93
2932,1048,1,907
2933,1049,0,398
2934,1049,1,507
2935,1049,2,95
2936,1050,0,507
2937,1050,1,107
2938,1050,2,386
2939,1051,0,814
2940,1051,1,186
2941,1052,0,422
2942,1052,1,409
2943,1052,2,169
2944,1053,0,483
2945,1053,1,86
2946,1053,2,134
2947,1053,3,297
2948,1054,0,827
2949,1054,1,173
2950,1055,0,779
2951,1055,1,221
2952,1056,0,201
2953,1056,1,799
2954,1057,0,836
2955,1057,1,164
2956,1058,0,211
2957,1058,1,174
2958,1058,2,615
2959,1059,0,207
2960,1059,1,793
2961,1060,0,65
2962,1060,1,302
2963,1060,2,390
2964,1060,3,80
2965,1060,4,163
2966,1061,0,781
2967,1061,1,219
2968,1062,0,800
2969,1062,1,200
2970,1063,0,746
2971,1063,1,254
2972,1064,0,275
2973,1064,1,725
2974,1065,0,726
2975,1065,1,274
2976,1066,0,812
2977,1066,1,188
2978,1067,0,222
2979,1067,1,183
2980,1067,2,321
2981,1067,3,274
2982,1068,0,251
2983,1068,1,749
2984,1069,0,804
2985,1069,1,196
2986,1070,0,666
2987,1070,1,334
2988,1071,0,192
2989,1071,1,808
2990,1072,0,167
2991,1072,1,210
2992,1072,2,623
2993,1073,0,28
2994,1073,1,330
2995,1073,2,593
2996,1073,3,49
2997,1074,0,67
2998,1074,1,367
2999,1074,2,55
3000,1074,3,70
3001,1074,4,165
3002,1074,5,276
3003,1075,0,344
3004,1075,1,179
3005,1075,2,20
3006,1075,3,378
3007,1075,4,79
3008,1076,0,23
3009,1076,1,100
3010,1076,2,725
3011,1076,3,152
3012,1077,0,139
3013,1077,1,460
3014,1077,2,401
3015,1078,0,446
3016,1078,1,470
3017,1078,2,84
3018,1079,0,131
3019,1079,1,152
3020,1079,2,581
3021,1079,3,101
3022,1079,4,35
3023,1080,0,848
3024,1080,1,152
3025,1081,0,185
3026,1081,1,815
3027,1082,0,747
3028,1082,1,253
3029,1083,0,147
3030,1083,1,96
3031,1083,2,660
3032,1083,3,97
3033,1084,0,556
3034,1084,1,444
3035,1085,0,59
3036,1085,1,62
3037,1085,2,188
3038,1085,3,555
3039,1085,4,136
3040,1086,0,493
3041,1086,1,88
3042,1086,2,212
3043,1086,3,207
3044,1087,0,174
3045,1087,1,718
3046,1087,2,108
3047,1088,0,748
3048,1088,1,62
3049,1088,2,190
3050,1089,0,69
3051,1089,1,226
3052,1089,2,295
3053,1089,3,152
3054,1089,4,258
3055,1090,0,291
3056,1090,1,709
3057,1091,0,667
3058,1091,1,333
3059,1092,0,187
3060,1092,1,136
3061,1092,2,677
3062,1093,0,62
3063,1093,1,447
3064,1093,2,190
3065,1093,3,231
3066,1093,4,70
3067,1094,0,61
3068,1094,1,174
3069,1094,2,430
3070,1094,3,65
3071,1094,4,270
3072,1095,0,649
3073,1095,1,351
3074,1096,0,800
3075,1096,1,200
3076,1097,0,57
3077,1097,1,298
3078,1097,2,104
3079,1097,3,541
3080,1098,0,805
3081,1098,1,195
3082,1099,0,77
3083,1099,1,923
3084,1100,0,547
3085,1100,1,179
3086,1100,2,274
3087,1101,0,204
3088,1101,1,796
3089,1102,0,449
3090,1102,1,551
3091,1103,0,800
3092,1103,1,200
3093,1104,0,613
3094,1104,1,174
3095,1104,2,213
3096,1105,0,412
3097,1105,1,588
3098,1106,0,266
3099,1106,1,734
3100,1107,0,884
3101,1107,1,116
3102,1108,0,582
3103,1108,1,418
3104,1109,0,355
3105,1109,1,234
3106,1109,2,411
3107,1110,0,722
3108,1110,1,278
